Generation 	 PType 	 Hamming Distance 	 PVariance 	 Hamming Distance Ratio 	 Avg Fitness 	 Best Fitness 
0	25	395326	4,991500680913504E7	0,686329861111111	22940,13904413202	20688,588718662213
1	25	308561	3,9221097085217126E7	0,5356961805555556	21845,21345221931	19411,161033410102
2	25	231217	4,344042788817703E7	0,4014184027777778	21662,95685514614	19329,89805977631
3	25	172887	3,3665207520532824E7	0,30015162037037035	20689,565193993003	18841,576713710227
4	25	103664	8212577,17083359	0,17997337962962964	19469,72066500106	18350,7880579474
5	25	64739	7461086,485107041	0,11239409722222223	18857,74563770885	17801,07099999791
6	25	48648	3553993,6406646757	0,08445949074074073	18122,901820463507	17302,016520137437
7	25	41888	3606983,2318633464	0,07272280092592592	17775,317381865316	17155,313039393015
8	25	29675	4159584,900803741	0,05151967592592593	17449,795357841107	16879,96366237849
9	25	32477	1913520,377557506	0,05638483796296297	17073,31350940817	16628,982018557457
10	25	32775	2100928,255672759	0,05690162037037038	16879,762040749018	16386,927183427437
11	25	31371	3139034,751591088	0,05446412037037037	16734,854344885312	16191,239808971588
12	25	24438	1621294,670779492	0,04242766203703704	16448,757568236866	16079,842553778222
13	25	24782	1673482,6261658752	0,04302488425925926	16325,043917732653	16022,815786677595
14	25	24021	1491667,1122254615	0,04170370370370371	16188,90760480854	15823,116186540212
15	25	26641	2455329,074005704	0,04625289351851852	16070,607755199273	15658,062758292499
16	25	21814	1128816,7292738496	0,03787268518518518	15867,858119034523	15546,42926151712
17	25	23689	2801521,517744806	0,04112731481481482	15817,567793220638	15470,553234607092
18	25	21284	3313126,9356693053	0,03695138888888889	15693,430067855632	15388,70656935829
19	25	22721	1255173,29664357	0,03944675925925926	15581,419014710133	15312,874363864701
20	25	24450	1882931,8284021337	0,04244907407407408	15545,153520408065	15245,02504660293
21	25	25866	3343624,6010479066	0,0449074074074074	15538,636170491916	15165,081624601788
22	25	25130	6289803,164354027	0,04362905092592593	15440,755391386536	15020,42436135961
23	25	25219	1344084,234997356	0,04378356481481482	15276,4869462316	14926,447089202054
24	25	22159	4483577,392516877	0,03847106481481482	15239,894549293758	14886,298409718742
25	25	21206	1207108,110332461	0,03681712962962963	15068,329540100836	14792,125445115724
26	25	25235	1518022,3879452695	0,043811342592592596	15012,910996663564	14672,917650660704
27	25	26349	3168996,592185524	0,045745370370370374	14949,816484266996	14537,328137469667
28	25	28543	2282650,1492121927	0,04955439814814815	14844,35368916414	14483,816035300406
29	25	28536	5681129,982898499	0,04954282407407407	14857,034199075584	14355,068848838579
30	25	28896	1789311,3335249352	0,05016724537037037	14638,724693750091	14287,46969622336
31	25	27041	2863257,8043313087	0,046946759259259264	14560,697122360421	14218,405444510217
32	25	27047	1002642,8921170733	0,04695717592592593	14433,878871742267	14177,604725492032
33	25	23993	2954453,950152541	0,0416556712962963	14422,61336538083	14058,253062568983
34	25	27495	1833050,1546500667	0,0477349537037037	14334,167680407432	14001,568058078177
35	25	27820	2358498,971602579	0,04829918981481481	14286,887916378257	13985,247380147603
36	25	30602	7913256,0264204675	0,05312905092592592	14331,303880153717	13885,26701214976
37	25	29321	1059826,3741601575	0,05090451388888889	14113,082936516303	13847,401895086155
38	25	25621	2145258,7164601237	0,04448148148148148	14120,823864405358	13817,058924772316
39	25	23469	1792993,402990954	0,04074479166666667	14059,487614367243	13771,624201621438
40	25	22511	3418988,110153697	0,03908217592592592	14064,758633710211	13710,916341073114
41	25	25063	3448451,2516156263	0,04351215277777778	14068,791442355992	13661,026668774988
42	25	25346	2459158,5685005537	0,04400347222222223	13912,41219960822	13631,882711639628
43	25	26065	3565048,0358521175	0,04525173611111111	13863,754357911515	13494,907715487156
44	25	25791	1987086,2910024722	0,04477662037037037	13785,01023063731	13464,49194640833
45	25	24454	1675560,7372160174	0,04245543981481481	13696,321983179609	13442,715989500226
46	25	21875	1587270,836150107	0,03797858796296296	13666,980553325164	13410,99131528714
47	25	21855	1648491,2332653415	0,03794270833333333	13637,02957861228	13352,413731026774
48	25	20438	1659624,1771828923	0,0354837962962963	13586,580891060255	13331,177765359478
49	25	18833	2547345,798867284	0,03269733796296297	13603,911447600907	13297,554659075557
50	25	20726	1517210,9205438178	0,03598263888888889	13529,333141269008	13280,720922959075
51	25	22191	859950,6175813852	0,03852604166666667	13465,380251039169	13250,460906629827
52	25	22389	3464623,7142083957	0,038870949074074075	13521,264467282335	13226,990148011899
53	25	21354	2528633,8054423365	0,03707349537037037	13501,397505314346	13190,715347441952
54	25	22372	3482265,4196851067	0,03884027777777777	13496,737779265575	13162,10882169667
55	25	23069	1949472,598373552	0,04005150462962963	13395,715244231476	13128,17722164015
56	25	20966	1578479,7205860864	0,03640046296296296	13350,708531094571	13060,580228900717
57	25	18537	3250658,1852175226	0,03218229166666667	13404,004313868296	13058,850392739483
58	25	16443	1034471,6212249463	0,028548032407407404	13250,626644299788	13015,298090860264
59	25	18759	1891023,7539485416	0,032568287037037034	13261,867447126648	12962,419996271106
